0009000000000000, 0009000000000000, 0004000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0015000000000000, 0014000000000000, 0002000000000000
001A000000000000, 001A000000000000, 0049000000000000, 0026000000000000, 0007000000000000, 0000000000000000, 0056000000000000, 0047000000000000, 003B000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 03B0000000000000, 0000000000000000, 000C000000000000, 000E000000000000, 0003000000000000
000C000000000000, 000C000000000000, 0006000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 001F000000000000, 001E000000000000, 0002000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
000E000000000000, 000E000000000000, 0007000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0021000000000000, 001F000000000000, 0003000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 031B000000000000, 0400000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0001000000000000, 0001000000000000, 0002000000000000, 0001000000000000, 0358000000000000, 0400000000000000, 019C000000000000, 0152000000000000, 0288000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0007000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0010000000000000, 0010000000000000, 0008000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 001F000000000000, 001D000000000000, 0006000000000000
000E000000000000, 000E000000000000, 0012000000000000, 000D000000000000, 0001000000000000, 0000000000000000, 0049000000000000, 003B000000000000, 0031000000000000
0022000000000000, 0022000000000000, 007D000000000000, 0033000000000000, 0007000000000000, 0000000000000000, 004D000000000000, 003C000000000000, 0045000000000000
0034000000000000, 0034000000000000, 007C000000000000, 0043000000000000, 0007000000000000, 0000000000000000, 0053000000000000, 0041000000000000, 0055000000000000
000B000000000000, 000B000000000000, 0005000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0017000000000000, 0016000000000000, 0003000000000000
001F000000000000, 001F000000000000, 004B000000000000, 0030000000000000, 0001000000000000, 0000000000000000, 0046000000000000, 003B000000000000, 003F000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 008C000000000000, 0000000000000000, 001C000000000000, 0020000000000000, 0009000000000000
001B000000000000, 001B000000000000, 000D000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0033000000000000, 003B000000000000, 000A000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 025B000000000000, 0000000000000000, 000B000000000000, 000D000000000000, 0004000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0394000000000000, 0000000000000000, 0003000000000000, 0004000000000000, 0000000000000000
0008000000000000, 0008000000000000, 0004000000000000, 0000000000000000, 0007000000000000, 0000000000000000, 0011000000000000, 000F000000000000, 0004000000000000
0009000000000000, 0009000000000000, 004B000000000000, 0017000000000000, 0007000000000000, 0000000000000000, 001F000000000000, 0018000000000000, 0028000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 0204000000000000, 0400000000000000, 0003000000000000, 0003000000000000, 0000000000000000
001E000000000000, 001E000000000000, 0056000000000000, 0028000000000000, 0000000000000000, 0000000000000000, 0041000000000000, 0033000000000000, 0035000000000000
0031000000000000, 0031000000000000, 007D000000000000, 003C000000000000, 0007000000000000, 0000000000000000, 0057000000000000, 0045000000000000, 004F000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 0396000000000000, 0400000000000000, 0003000000000000, 0004000000000000, 0000000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 01C6000000000000, 0400000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 0126000000000000, 0400000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 03A9000000000000, 0400000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0004000000000000, 0000000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 028A000000000000, 0400000000000000, 0003000000000000, 0004000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0007000000000000, 0400000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 008B000000000000, 0400000000000000, 0003000000000000, 0004000000000000, 0000000000000000
0013000000000000, 0013000000000000, 0025000000000000, 001A000000000000, 0001000000000000, 0000000000000000, 0049000000000000, 0040000000000000, 0039000000000000
000B000000000000, 000B000000000000, 0006000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 001D000000000000, 0021000000000000, 0002000000000000
0029000000000000, 0029000000000000, 0014000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 003C000000000000, 0039000000000000, 0017000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0007000000000000, 0000000000000000, 0003000000000000, 0004000000000000, 0000000000000000
0010000000000000, 0010000000000000, 0008000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 001A000000000000, 0019000000000000, 0008000000000000
0001000000000000, 0001000000000000, 0002000000000000, 0001000000000000, 03FB000000000000, 0400000000000000, 0182000000000000, 013B000000000000, 0229000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 03BA000000000000, 0400000000000000, 0003000000000000, 0004000000000000, 0000000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 01C5000000000000, 0400000000000000, 00D2000000000000, 00BB000000000000, 0091000000000000
0028000000000000, 0028000000000000, 0050000000000000, 0039000000000000, 0001000000000000, 0000000000000000, 0062000000000000, 0056000000000000, 004D000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 0293000000000000, 0400000000000000, 00B8000000000000, 00A1000000000000, 0089000000000000
0007000000000000, 0007000000000000, 0003000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0014000000000000, 0013000000000000, 0000000000000000
000F000000000000, 000F000000000000, 0007000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 001D000000000000, 001C000000000000, 0006000000000000
001A000000000000, 001A000000000000, 000D000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0032000000000000, 003A000000000000, 000A000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 03D7000000000000, 0400000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0012000000000000, 0012000000000000, 0009000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 001F000000000000, 001C000000000000, 0006000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0007000000000000, 0000000000000000, 0003000000000000, 0004000000000000, 0000000000000000
0026000000000000, 0026000000000000, 007C000000000000, 0034000000000000, 0007000000000000, 0000000000000000, 004C000000000000, 003B000000000000, 0043000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0003000000000000, 0004000000000000, 0000000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 0371000000000000, 0400000000000000, 0003000000000000, 0003000000000000, 0000000000000000
000C000000000000, 000C000000000000, 0006000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0019000000000000, 0018000000000000, 0004000000000000
0011000000000000, 0011000000000000, 0008000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 001F000000000000, 001D000000000000, 0007000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 03E5000000000000, 0400000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 018D000000000000, 0400000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 0262000000000000, 0400000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0001000000000000, 0001000000000000, 0002000000000000, 0001000000000000, 0331000000000000, 0400000000000000, 019C000000000000, 0152000000000000, 0236000000000000
0002000000000000, 0002000000000000, 0002000000000000, 0001000000000000, 0386000000000000, 0000000000000000, 0300000000000000, 02A1000000000000, 02A2000000000000
001F000000000000, 001F000000000000, 0056000000000000, 0029000000000000, 0000000000000000, 0000000000000000, 003F000000000000, 0031000000000000, 0036000000000000
0012000000000000, 0012000000000000, 0009000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0020000000000000, 001E000000000000, 0008000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 01CA000000000000, 0400000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0007000000000000, 0000000000000000, 000C000000000000, 000E000000000000, 0003000000000000
0034000000000000, 0034000000000000, 0080000000000000, 0044000000000000, 0007000000000000, 0000000000000000, 0054000000000000, 0042000000000000, 0056000000000000
0016000000000000, 0016000000000000, 000B000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 002B000000000000, 0031000000000000, 0008000000000000
0015000000000000, 0015000000000000, 000A000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0029000000000000, 002F000000000000, 0007000000000000
000A000000000000, 000A000000000000, 0005000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0018000000000000, 0017000000000000, 0002000000000000
0029000000000000, 0029000000000000, 0014000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0039000000000000, 0042000000000000, 0017000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 0308000000000000, 0400000000000000, 00B8000000000000, 00A1000000000000, 0089000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 00F6000000000000, 0400000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0012000000000000, 0012000000000000, 0009000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0023000000000000, 0021000000000000, 0007000000000000
0002000000000000, 0002000000000000, 0002000000000000, 0001000000000000, 03CD000000000000, 0000000000000000, 02AB000000000000, 024D000000000000, 01C6000000000000
0056000000000000, 0056000000000000, 007F000000000000, 0050000000000000, 0007000000000000, 0000000000000000, 0090000000000000, 0074000000000000, 006A000000000000
000C000000000000, 000C000000000000, 0006000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 001A000000000000, 0019000000000000, 0004000000000000
0014000000000000, 0014000000000000, 000A000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0026000000000000, 002C000000000000, 0008000000000000
001A000000000000, 001A000000000000, 0061000000000000, 002F000000000000, 0007000000000000, 0000000000000000, 0057000000000000, 0045000000000000, 0051000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 034B000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0001000000000000, 0001000000000000, 0002000000000000, 0001000000000000, 0339000000000000, 0400000000000000, 016B000000000000, 0128000000000000, 0128000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 0281000000000000, 0400000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0017000000000000, 0017000000000000, 000B000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0025000000000000, 0024000000000000, 000B000000000000
001B000000000000, 001B000000000000, 000D000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 002E000000000000, 0028000000000000, 000E000000000000
0001000000000000, 0001000000000000, 0002000000000000, 0001000000000000, 03FC000000000000, 0400000000000000, 019C000000000000, 0152000000000000, 01C8000000000000
0013000000000000, 0013000000000000, 0009000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0022000000000000, 0027000000000000, 0008000000000000
0001000000000000, 0001000000000000, 0002000000000000, 0001000000000000, 03ED000000000000, 0400000000000000, 016B000000000000, 0128000000000000, 014F000000000000
000E000000000000, 000E000000000000, 0007000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0020000000000000, 001E000000000000, 0003000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 01EE000000000000, 0400000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0001000000000000, 0001000000000000, 0002000000000000, 0001000000000000, 033A000000000000, 0400000000000000, 016B000000000000, 0128000000000000, 013D000000000000
